Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Fiyat Durumu,Price,Eşya Durumu,Müstakil mi,Dublex mi,Çatı katı mı,İlçe,Mahalle
70,88,3.0,25,4,7.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,45000.0,1,0,0,0, Ataşehir,Atatürk Mahallesi
160,190,5.0,17,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,35000.0,0,0,0,0, Üsküdar,Bahçelievler Mahallesi
45,65,2.0,7,0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22000.0,1,0,0,0, Maltepe,Fındıklı Mahallesi
160,180,4.0,25,3,5.0,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,2,0,Genel Fiyat,24000.0,0,0,0,0, Silivri,Piri Mehmet Paşa Mahallesi
90,110,4.0,25,3,5.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Sultanbeyli,Mehmet Akif Mahallesi
110,120,4.0,7,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,30000.0,0,0,0,0, Büyükçekmece,Hürriyet Mahallesi
70,80,2.0,7,3,4.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,28000.0,0,0,0,0, Büyükçekmece,Pınartepe Mahallesi
65,70,3.0,17,2,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17500.0,0,0,0,0, Fatih,Yedikule Mahallesi
90,100,3.0,7,3,3.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,32500.0,0,0,0,0, Bayrampaşa,Orta Mahallesi
84,94,2.0,7,8,8.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat İrtifakı,Evet,2,0,Genel Fiyat,26000.0,1,0,0,0, Sultanbeyli,Battalgazi Mahallesi
90,100,3.0,4,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,19000.0,0,0,0,0, Sancaktepe,Abdurrahmangazi Mahallesi
120,135,4.0,25,2,5.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Pendik,Çamçeşme Mahallesi
85,90,3.0,7,6,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,35000.0,1,0,0,0, Pendik,Fevzi Çakmak Mahallesi
50,55,2.0,4,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,42000.0,0,0,0,0, Kadıköy,Hasanpaşa Mahallesi
85,99,2.0,13,6,6.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,25000.0,1,0,0,0, Üsküdar,Bulgurlu Mahallesi
40,45,1.0,13,3,5.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,17000.0,1,0,0,0, Arnavutköy,Nenehatun Mahallesi
150,165,4.0,25,4,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,27000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
70,80,3.0,17,3,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Tuzla,Postane Mahallesi
90,95,3.0,13,2,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,18000.0,1,0,0,0, Sultangazi,Esentepe Mahallesi
95,100,3.0,25,1,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,16500.0,0,0,0,0, Sultangazi,Yunus Emre Mahallesi
65,75,2.0,25,0,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Bahçelievler,Hürriyet Mahallesi
200,220,5.0,0,6,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,45000.0,0,0,0,0, Büyükçekmece,Pınartepe Mahallesi
80,96,3.0,0,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Birim Fiyat,55000.0,0,0,0,0, Bakırköy,Sakızağacı Mahallesi
125,135,4.0,13,7,9.0,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,36000.0,0,0,0,0, Esenyurt,Piri Reis Mahallesi
70,80,2.5,7,0,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,21500.0,0,0,0,0, Ümraniye,Atakent Mahallesi
95,100,3.0,2,2,4.0,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Beylikdüzü,Yakuplu Mahallesi
50,72,2.0,0,9,10.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,55000.0,0,0,0,0, Sarıyer,Huzur Mahallesi
90,100,3.0,0,2,6.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,1,0,Genel Fiyat,50000.0,0,0,0,0, Çekmeköy,Kirazlıdere Mahallesi
80,120,3.0,0,3,6.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,2,0,Genel Fiyat,60000.0,0,0,0,0, Çekmeköy,Kirazlıdere Mahallesi
85,95,3.0,25,0,3.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,26000.0,0,0,0,0, Sarıyer,Yeniköy Mahallesi
105,145,4.0,0,4,6.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,1,Genel Fiyat,75000.0,0,0,0,0, Çekmeköy,Kirazlıdere Mahallesi
75,80,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Ümraniye,Atatürk Mahallesi
125,135,4.0,25,4,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,35000.0,1,0,0,0, Gaziosmanpaşa,Sarıgöl Mahallesi
70,80,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,1,Genel Fiyat,15000.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
120,125,4.0,25,1,4.0,Doğalgaz Sobalı,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Bağcılar,15 Temmuz Mahallesi
70,75,3.0,25,0,8.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,26000.0,0,0,0,0, Pendik,Yenişehir Mahallesi
45,55,2.0,4,0,5.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Maltepe,Fındıklı Mahallesi
92,105,4.0,7,-1,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Kağıthane,Merkez Mahallesi
85,90,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,30000.0,0,0,0,0, Fatih,Şehremini Mahallesi
60,65,2.0,25,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,14000.0,0,0,0,0, Fatih,Koca Mustafapaşa Mahallesi
60,65,2.0,0,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,26000.0,0,0,0,0, Ümraniye,İnkılap Mahallesi
78,90,3.0,3,3,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,47000.0,0,0,0,0, Maltepe,İdealtepe Mahallesi
47,48,2.0,25,2,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,18500.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
110,120,4.0,25,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,20000.0,0,0,0,0, Bağcılar,Yavuz Selim Mahallesi
95,110,3.0,25,5,6.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,0, Bağcılar,Sancaktepe Mahallesi
85,100,3.0,25,2,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat İrtifakı,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Eyüpsultan,Rami Yeni Mahallesi
105,120,3.0,13,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,45000.0,0,0,0,0, Eyüpsultan,Rami Yeni Mahallesi
80,95,2.5,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Eyüpsultan,Rami Yeni Mahallesi
100,120,3.0,17,4,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,73500.0,0,0,0,0, Şişli,Merkez Mahallesi
85,100,3.0,25,1,4.0,Doğalgaz Sobalı,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Bayrampaşa,Vatan Mahallesi
50,55,2.0,25,3,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,16500.0,0,0,0,0, Beyoğlu,Kocatepe Mahallesi
